sex,age,race,juv_fel_count,juv_misd_count,priors_count,c_charge_degree,c_charge_desc,two_year_recid
Female,27,African-American,0,0,1,M,Battery,0
Female,30,Caucasian,0,0,1,M,Resist/Obstruct W/O Violence,1
Male,22,African-American,0,0,2,F,Robbery Sudd Snatch No Weapon,1
Female,43,Caucasian,0,0,0,F,Aggravated Battery / Pregnant,1
Male,24,Hispanic,0,0,0,F,Manufacture Cannabis,0
Male,22,Caucasian,0,0,2,M,Resist/Obstruct W/O Violence,0
Female,55,Caucasian,0,0,0,M,DUI Property Damage/Injury,1
Male,34,Hispanic,0,0,0,M,Operating W/O Valid License,1
Male,20,African-American,0,0,1,F,arrest case no charge,1
Male,22,African-American,0,0,1,M,Resist/Obstruct W/O Violence,0
Male,29,African-American,0,4,15,F,Felony Battery w/Prior Convict,0
Male,33,Caucasian,0,0,9,F,Felony Petit Theft,0
Male,55,Caucasian,0,0,7,F,Felony DUI (level 3),1
Male,22,African-American,0,0,1,F,Fleeing or Eluding a LEO,1
Male,55,African-American,0,0,1,F,arrest case no charge,1
Female,43,Caucasian,0,0,0,F,Grand Theft in the 3rd Degree,0
Male,21,African-American,0,0,0,F,Pos Cannabis W/Intent Sel/Del,0
Male,38,African-American,1,0,6,F,arrest case no charge,1
Male,23,African-American,0,0,0,F,arrest case no charge,1
Female,28,Caucasian,0,0,1,M,Grand Theft in the 3rd Degree,1
Male,45,Other,0,0,0,F,Tamper With Witness/Victim/CI,1
Male,39,African-American,0,0,1,F,Agg Battery Grt/Bod/Harm,1
Male,79,Caucasian,0,0,1,M,Disorderly Conduct,1
Male,20,Hispanic,0,2,2,F,Burglary Conveyance Unoccup,0
Male,31,African-American,1,0,5,M,arrest case no charge,1
Male,30,Caucasian,0,1,4,M,Petit Theft $100- $300,0
Male,32,African-American,0,0,5,F,Driving While License Revoked,0
Male,56,Caucasian,0,0,1,M,Battery,1
Male,43,African-American,0,0,2,M,Battery,1
Male,20,Hispanic,0,0,0,F,Burglary Conveyance Unoccup,1
Male,27,African-American,0,0,21,F,Poss Pyrrolidinovalerophenone,0
Male,41,African-American,0,0,0,M,Battery,1
Male,24,Other,0,0,1,F,Tampering With Physical Evidence,1
Male,43,African-American,0,0,3,M,Operating W/O Valid License,0
Female,33,African-American,0,0,1,F,arrest case no charge,1
Male,22,African-American,0,0,0,F,Felony Battery (Dom Strang),1
Male,34,African-American,0,0,3,F,Aggravated Battery / Pregnant,1
Male,36,Caucasian,0,0,0,M,Driving Under The Influence,1
Male,69,Caucasian,0,0,0,F,Driving While License Revoked,1
Male,32,Caucasian,0,0,5,F,arrest case no charge,0
Male,46,Caucasian,0,0,0,F,Grand Theft in the 3rd Degree,1
Male,34,Caucasian,0,0,1,M,Battery,1
Female,32,Hispanic,0,0,0,M,Battery,1
Male,39,African-American,0,0,0,M,Driving Under The Influence,1
Male,25,African-American,0,0,6,M,Battery,0
Female,21,Hispanic,0,0,0,M,Battery,0
Male,63,African-American,0,0,9,F,Burglary Structure Unoccup,0
Male,24,Caucasian,0,0,8,F,Felony Battery (Dom Strang),0
Male,20,African-American,0,3,3,F,Possession of Cocaine,0
Female,40,Caucasian,0,0,0,M,Battery,1
Male,30,African-American,0,0,7,F,arrest case no charge,0
Male,50,Caucasian,0,0,5,F,arrest case no charge,1
Male,37,African-American,0,0,4,M,Criminal Mischief>$200<$1000,0
Male,34,African-American,0,0,1,F,Possession of Cocaine,1
Female,35,Hispanic,0,0,0,F,Grand Theft in the 3rd Degree,1
Female,31,African-American,0,0,1,M,Battery,0
Male,23,Caucasian,0,0,10,F,arrest case no charge,1
Male,22,Hispanic,0,0,0,F,Burglary Dwelling Assault/Batt,0
Male,37,Caucasian,0,0,2,F,arrest case no charge,0
Male,20,Other,0,0,0,F,Grand Theft in the 3rd Degree,1
Male,54,African-American,0,0,22,F,Aggravated Assault W/Dead Weap,0
Male,26,Caucasian,0,0,2,F,Possession Of Methamphetamine,1
Male,34,African-American,0,0,12,F,Poss Pyrrolidinovalerophenone,0
Male,59,Caucasian,0,0,2,M,DUI Level 0.15 Or Minor In Veh,0
Male,45,Caucasian,0,0,2,F,Possession of Cocaine,1
Male,37,Caucasian,0,0,2,M,Driving Under The Influence,1
Male,38,Other,0,0,0,F,Felony Committing Prostitution,0
Male,45,Caucasian,0,0,1,F,Felony Battery (Dom Strang),0
Male,22,African-American,0,0,1,F,Possession Burglary Tools,1
Male,24,African-American,0,0,3,F,Pos Cannabis W/Intent Sel/Del,0
Male,25,African-American,0,0,5,F,Aggravated Battery / Pregnant,1
Male,24,African-American,0,0,6,F,Uttering a Forged Instrument,0
Female,52,African-American,0,0,3,M,arrest case no charge,1
Male,20,African-American,0,0,1,M,Battery,0
Male,32,African-American,0,0,6,F,Possession of Cocaine,1
Male,39,Caucasian,0,0,8,F,arrest case no charge,1
Male,49,African-American,0,0,3,F,Possession of Cocaine,0
Male,20,African-American,1,0,1,F,Attempted Robbery  No Weapon,0
Male,31,Caucasian,0,0,11,F,arrest case no charge,0
Male,58,Caucasian,0,0,7,F,Possession of Cocaine,0
Male,50,Hispanic,0,0,2,M,DUI Property Damage/Injury,1
Male,26,African-American,0,1,11,F,Tampering With Physical Evidence,0
Male,20,African-American,1,0,1,F,arrest case no charge,1
Male,39,Caucasian,0,0,1,F,Felony Battery (Dom Strang),1
Male,51,Caucasian,0,0,1,M,Battery,0
Male,30,African-American,0,0,2,M,Battery,1
Male,39,Other,0,0,0,M,Battery,1
Male,26,Caucasian,1,0,9,F,arrest case no charge,0
Male,26,African-American,0,0,2,F,Aggravated Battery,1
Male,35,African-American,1,0,13,F,Burglary Unoccupied Dwelling,0
Male,20,Other,0,0,0,M,Battery,1
Female,51,Caucasian,0,0,7,F,Crim Use of Personal ID Info,1
Female,26,Caucasian,0,0,0,F,Possession of Cocaine,1
Male,26,African-American,0,0,5,F,Burglary Dwelling Assault/Batt,1
Male,20,Caucasian,0,0,0,F,Aggravated Assault W/Dead Weap,1
Male,28,African-American,0,0,0,F,Criminal Mischief,0
Male,23,African-American,0,1,1,M,Driving License Suspended,0
Female,21,African-American,0,0,0,M,Prostitution/Lewd Act Assignation,1
Male,25,Other,0,0,0,F,Possession of Cocaine,0
Male,30,Caucasian,0,0,0,F,Burglary Dwelling Assault/Batt,1
Male,20,Caucasian,1,0,1,F,arrest case no charge,0
Male,24,Caucasian,0,0,5,F,arrest case no charge,0
Male,35,African-American,0,0,22,F,"Poss3,4 Methylenedioxymethcath",0
Female,27,Other,0,0,0,F,Dealing in Stolen Property,0
Male,50,Caucasian,0,0,2,F,arrest case no charge,0
Male,25,African-American,0,0,5,M,arrest case no charge,1
Female,48,Caucasian,0,0,1,F,arrest case no charge,1
Male,31,African-American,1,1,12,M,Resist/Obstruct W/O Violence,0
Male,26,African-American,0,0,0,F,Grand Theft in the 3rd Degree,1
Male,29,African-American,0,0,0,F,"Poss3,4 Methylenedioxymethcath",1
Male,33,Other,0,0,2,F,Child Abuse,0
Male,52,Caucasian,0,0,1,F,Burglary Conveyance Assault/Bat,1
Male,37,Hispanic,0,0,0,M,Battery,0
Male,21,African-American,0,0,0,F,Possession of Cocaine,1
Male,21,Caucasian,0,0,1,F,Possession of Cannabis,1
Female,20,Caucasian,0,0,0,F,Fraudulent Use of Credit Card,0
Male,43,Hispanic,0,0,1,M,Leaving Acc/Unattended Veh,0
Male,30,Caucasian,0,0,1,F,Grand Theft in the 3rd Degree,0
Female,33,African-American,0,0,3,M,Tresspass Struct/Conveyance,0
Male,24,African-American,0,0,3,F,Aggrav Stalking After Injunctn,1
Female,30,African-American,0,0,11,F,Crimin Mischief Damage $1000+,0
Female,30,Caucasian,0,0,0,M,Battery,1
Male,47,African-American,0,0,13,F,Driving While License Revoked,0
Male,41,African-American,0,1,9,M,Opert With Susp DL 2nd Offens,1
Male,21,Hispanic,1,0,4,F,arrest case no charge,0
Male,53,Hispanic,0,0,1,F,Lewd or Lascivious Molestation,1
Male,52,African-American,0,0,2,F,Possession of Cocaine,0
Female,34,African-American,0,0,1,M,Battery,1
Male,35,Caucasian,0,0,0,F,Possession Of Methamphetamine,0
Male,25,Other,0,0,1,F,Pos Cannabis W/Intent Sel/Del,0
Male,39,Other,0,0,1,F,arrest case no charge,1
Male,24,African-American,0,0,1,F,Pos Cannabis W/Intent Sel/Del,0
Female,48,Caucasian,0,0,17,F,arrest case no charge,1
Male,31,Hispanic,0,0,1,F,arrest case no charge,1
Male,43,African-American,0,0,3,F,Possession of Cocaine,0
Male,25,African-American,0,0,1,M,Battery,1
Male,34,African-American,0,1,20,F,Possession of Cocaine,0
Male,25,African-American,0,0,2,F,Grand Theft Firearm,0
Male,24,Hispanic,1,0,4,F,"Poss3,4 Methylenedioxymethcath",0
Male,56,Caucasian,0,0,6,F,Poss Cocaine/Intent To Del/Sel,1
Male,23,African-American,0,0,0,F,Felony Battery (Dom Strang),1
Male,21,Caucasian,0,0,0,M,Burglary Unoccupied Dwelling,1
Male,66,Caucasian,0,0,0,M,Battery,1
Male,28,African-American,0,0,7,M,Resist/Obstruct W/O Violence,1
Male,29,Caucasian,0,0,0,M,Driving Under The Influence,1
Male,22,Caucasian,0,0,3,F,Possession of Cocaine,0
Male,39,Caucasian,0,0,0,F,Aggravated Battery / Pregnant,1
Male,33,African-American,0,0,9,M,Battery,0
Male,29,Caucasian,0,0,2,F,arrest case no charge,0
Male,31,Caucasian,0,0,1,F,arrest case no charge,1
Male,22,African-American,0,0,0,M,Battery,1
Female,22,Caucasian,0,0,0,M,Battery,1
Male,35,Caucasian,0,0,3,F,Possession of Cocaine,1
Male,29,Caucasian,0,0,3,F,False Imprisonment,0
Female,37,African-American,0,0,0,F,Possession of Cocaine,1
Female,30,African-American,0,0,0,F,Aggravated Assault W/dead Weap,1
Male,56,Caucasian,0,0,1,F,Felony/Driving Under Influence,1
Female,34,African-American,0,0,0,F,Poss Contr Subst W/o Prescript,1
Male,23,African-American,0,0,1,F,Grand Theft in the 3rd Degree,0
Male,27,African-American,1,0,1,F,Grand Theft in the 3rd Degree,0
Male,43,Caucasian,0,0,2,F,arrest case no charge,1
Male,38,Caucasian,0,0,0,F,Possession Of Alprazolam,1
Male,39,Caucasian,0,0,3,F,Poss Wep Conv Felon,1
Male,24,African-American,0,0,1,F,Pos Cannabis W/Intent Sel/Del,0
Male,26,African-American,0,0,2,M,Disorderly Conduct,1
Female,55,Caucasian,0,0,0,M,Battery,1
Male,35,African-American,0,0,1,F,Grand Theft in the 3rd Degree,0
Male,61,African-American,0,0,25,F,Burglary Unoccupied Dwelling,1
Male,33,Other,0,0,0,M,Battery,1
Male,40,Caucasian,0,0,4,F,Resist Officer w/Violence,1
Male,33,African-American,0,0,3,F,Driving While License Revoked,1
Male,26,Caucasian,0,0,0,F,Tamper With Witness/Victim/CI,0
Male,32,Caucasian,0,1,15,F,arrest case no charge,0
Male,28,African-American,0,0,0,F,Uttering a Forged Instrument,1
Male,45,Caucasian,0,0,0,M,Battery,1
Male,30,Caucasian,0,0,0,F,Grand Theft in the 3rd Degree,0
Female,57,Caucasian,0,0,4,F,arrest case no charge,1
Male,26,African-American,0,0,3,F,Aggravated Battery / Pregnant,0
Male,35,African-American,0,0,1,F,False Imprisonment,1
Female,29,African-American,0,0,0,F,Possession of Cocaine,1
Female,40,Caucasian,0,0,0,M,Driving License Suspended,1
Male,28,Caucasian,0,0,1,F,False Ownership Info/Pawn Item,0
Female,25,African-American,0,0,0,M,Battery,1
Male,44,African-American,0,0,3,M,Driving License Suspended,1
Male,48,Caucasian,0,0,1,M,Criminal Mischief>$200<$1000,1
Female,59,Caucasian,0,0,1,F,Aggrav Battery w/Deadly Weapon,1
Male,29,African-American,0,0,0,F,Burglary Dwelling Occupied,1
Male,56,Caucasian,0,0,0,M,Driving Under The Influence,1
Female,27,African-American,0,0,0,M,Battery,1
Female,29,Caucasian,0,0,0,M,Viol Injunct Domestic Violence,1
Female,34,Caucasian,0,0,4,M,Battery,1
Female,22,African-American,0,0,0,F,Grand Theft in the 3rd Degree,1
Male,40,Caucasian,0,0,5,F,Possession of Hydromorphone,0
Male,31,Caucasian,0,0,0,F,Grand Theft in the 3rd Degree,1
Male,47,African-American,0,0,3,F,Aggravated Assault W/Dead Weap,1
Male,24,African-American,0,0,8,F,Possession of Cocaine,0
Female,20,Caucasian,0,0,1,F,Resist Officer w/Violence,1
Male,39,African-American,0,0,4,F,Felony Petit Theft,1
Male,29,African-American,0,0,10,F,Driving While License Revoked,0
Male,30,Hispanic,0,0,2,F,Possession of Hydromorphone,1
Female,26,African-American,0,0,4,F,Grand Theft (Motor Vehicle),0
Male,61,African-American,0,0,2,M,Battery,1
Male,37,Hispanic,0,0,3,M,Driving Under The Influence,1
Male,38,Other,0,0,1,F,Possession Of Alprazolam,0
Male,24,Caucasian,0,0,2,F,arrest case no charge,0
Male,30,African-American,0,0,0,M,Driving License Suspended,1
Male,20,African-American,0,0,0,M,Assault,0
Male,56,African-American,0,0,22,F,Possession of Cocaine,0
Female,50,Caucasian,0,0,3,F,Possession of Cocaine,0
Male,47,Other,0,0,0,F,Neglect Child / No Bodily Harm,1
Male,56,Caucasian,0,0,5,F,Possession of Cocaine,1
Female,58,Hispanic,0,0,1,F,arrest case no charge,1
Male,30,African-American,0,0,10,F,arrest case no charge,0
Male,28,African-American,0,0,12,M,arrest case no charge,0
Male,59,African-American,0,0,1,M,Battery,1
Male,20,African-American,1,0,1,F,"Poss3,4 Methylenedioxymethcath",0
Male,23,Caucasian,0,1,4,M,Assault,0
Female,28,Caucasian,0,0,2,F,Possession of Cocaine,0
Male,50,Hispanic,0,0,3,F,Possession of Cocaine,0
Male,35,Caucasian,0,0,3,M,Battery,0
Male,22,African-American,0,0,1,F,Pos Cannabis W/Intent Sel/Del,0
Female,41,Hispanic,0,0,0,F,Grand Theft in the 3rd Degree,1
Male,22,African-American,0,0,0,F,Purchase Cannabis,1
Male,46,African-American,0,0,3,M,Battery,0
Male,61,African-American,0,0,8,F,Possession of Cocaine,0
Male,26,African-American,0,0,5,F,Driving While License Revoked,1
Male,44,Caucasian,0,0,1,F,Burglary Dwelling Occupied,1
Female,34,African-American,0,0,0,M,Battery,0
Male,29,Caucasian,0,0,1,F,Grand Theft in the 3rd Degree,0
Male,20,Hispanic,0,0,1,F,arrest case no charge,0
Male,29,African-American,0,0,8,M,Susp Drivers Lic 1st Offense,1
Male,48,African-American,0,0,5,F,Possession of Cocaine,0
Female,31,African-American,0,0,0,M,Leaving Acc/Unattended Veh,1
Male,21,Caucasian,0,0,2,F,arrest case no charge,1
Male,34,Caucasian,0,0,4,F,Driving While License Revoked,1
Male,54,African-American,0,0,21,F,Possession of Cocaine,1
Male,20,Caucasian,0,4,4,F,Grand Theft (Motor Vehicle),1
Male,31,Caucasian,0,0,1,F,Stalking (Aggravated),0
Male,22,Caucasian,0,0,0,M,DUI - Enhanced,1
Male,36,African-American,0,0,6,M,Battery,1
Male,34,African-American,3,1,9,F,False Imprisonment,0
Male,36,Caucasian,0,0,3,M,Susp Drivers Lic 1st Offense,1
Male,32,African-American,0,0,3,F,Possession of Cannabis,0
Male,50,African-American,0,0,15,M,Battery,1
Male,47,Native American,4,0,22,F,Possession of Cocaine,0
Female,49,Other,0,0,0,M,Battery,1
Female,25,African-American,0,0,7,F,Felony Battery w/Prior Convict,0
Male,31,African-American,0,0,1,M,Driving License Suspended,1
Male,49,African-American,0,0,10,F,Grand Theft in the 3rd Degree,0
Male,21,African-American,1,0,2,F,arrest case no charge,1
Female,26,African-American,0,0,5,F,Uttering a Forged Instrument,0
Male,29,Other,0,0,0,F,Burglary Dwelling Occupied,1
Male,61,Hispanic,0,0,0,F,arrest case no charge,1
Female,25,Caucasian,0,0,2,F,Crim Use of Personal ID Info,0
Female,26,Other,0,0,1,F,Grand Theft in the 3rd Degree,1
Male,38,Caucasian,0,0,5,F,Driving While License Revoked,1
Male,35,Caucasian,0,0,2,M,Battery,1
Male,50,African-American,0,0,10,F,arrest case no charge,1
Male,32,African-American,0,0,4,F,Felony Battery w/Prior Convict,0
Male,29,Caucasian,0,0,1,F,arrest case no charge,1
Male,46,Caucasian,0,0,0,F,Possession Of Methamphetamine,1
Male,53,Caucasian,0,0,1,M,Battery,1
Female,27,Caucasian,0,0,1,F,arrest case no charge,0
Male,29,Caucasian,0,0,4,F,Possession of Cocaine,1
Male,26,Other,0,0,0,F,Burglary Unoccupied Dwelling,0
Male,23,African-American,0,0,3,M,Battery,0
Male,43,Hispanic,0,0,3,M,Battery,0
Male,24,Caucasian,0,0,1,M,Battery,1
Male,33,African-American,0,0,18,F,Grand Theft (Motor Vehicle),0
Male,32,African-American,0,0,1,M,Assault,0
Female,38,African-American,0,0,7,F,Grand Theft in the 3rd Degree,0
Male,40,African-American,0,0,20,F,Driving While License Revoked,1
Female,55,Other,0,0,5,F,Burglary Structure Unoccup,0
Female,36,African-American,0,0,1,M,Battery,1
Male,34,African-American,0,0,16,F,Possession of Cannabis,0
Male,41,Caucasian,0,0,1,M,Lve/Scen/Acc/Veh/Prop/Damage,0
Male,57,Caucasian,0,0,7,F,arrest case no charge,1
Male,26,African-American,0,0,1,F,arrest case no charge,1
Male,39,Caucasian,0,0,2,F,arrest case no charge,0
Male,45,African-American,0,0,0,F,Possession of Cocaine,0
Male,26,African-American,0,0,2,F,Driving While License Revoked,1
Female,48,Caucasian,0,0,0,F,Grand Theft in the 3rd Degree,1
Male,52,Caucasian,0,0,7,M,Battery,1
Male,22,Hispanic,0,0,2,F,arrest case no charge,0
Female,43,African-American,0,0,0,M,Battery,1
Male,35,African-American,0,0,2,F,Burglary Structure Unoccup,1
Male,24,Caucasian,0,0,3,F,Possession of Cocaine,1
Male,27,African-American,0,0,11,F,Driving While License Revoked,0
Male,23,Hispanic,0,1,2,F,Grand Theft in the 3rd Degree,1
Male,56,African-American,0,0,28,F,Aggravated Assault W/dead Weap,1
Male,28,African-American,0,0,2,F,Poss Cocaine/Intent To Del/Sel,0
Male,21,African-American,0,0,0,F,Grand Theft in the 3rd Degree,1
Male,33,African-American,0,0,5,M,Battery,0
Male,25,African-American,0,0,1,F,Pos Cannabis W/Intent Sel/Del,0
Male,36,African-American,0,2,17,F,arrest case no charge,0
Female,25,Caucasian,0,0,0,F,Possession Of Alprazolam,1
Male,31,Other,0,0,3,F,Felony Driving While Lic Suspd,1
Female,24,African-American,0,0,0,F,arrest case no charge,1
Male,28,African-American,0,0,4,F,Battery on a Person Over 65,0
Male,28,African-American,0,0,12,M,Criminal Mischief Damage <$200,0
Male,23,African-American,0,0,0,M,Disorderly Conduct,0
Male,24,Other,0,0,0,M,Possess Cannabis/20 Grams Or Less,1
Male,40,Hispanic,0,0,0,M,Driving Under The Influence,1
Male,36,Hispanic,0,0,1,M,Battery,1
Male,50,Caucasian,0,0,1,M,Prowling/Loitering,0
Male,33,Hispanic,0,0,1,M,Leave Acc/Attend Veh/More $50,1
Male,24,Caucasian,0,0,0,M,Battery,1
Female,55,African-American,0,0,2,F,Aggrav Battery w/Deadly Weapon,1
Male,22,African-American,0,0,0,F,"Poss3,4 Methylenedioxymethcath",0
Male,38,African-American,0,0,14,F,Grand Theft in the 3rd Degree,1
Male,31,African-American,0,0,1,F,Driving While License Revoked,1
Female,30,African-American,0,0,3,F,Felony Driving While Lic Suspd,1
Male,52,Caucasian,0,0,1,F,arrest case no charge,1
Male,37,African-American,0,0,16,F,arrest case no charge,0
Female,41,Caucasian,0,0,1,M,Battery,1
Male,21,Caucasian,0,0,0,M,Battery,0
Male,22,Caucasian,0,0,1,M,Battery,1
Male,38,African-American,0,0,7,M,Battery,1
Male,28,Caucasian,0,0,0,F,Possession Of Methamphetamine,1
Male,21,Hispanic,0,1,2,F,Burglary Dwelling Occupied,0
Male,34,African-American,0,0,22,F,Driving While License Revoked,0
Male,32,Caucasian,0,1,2,F,arrest case no charge,1
Male,45,Hispanic,0,0,0,M,Battery,1
Male,36,African-American,0,0,7,M,arrest case no charge,1
Male,24,African-American,0,0,0,M,Battery,0
Male,27,African-American,0,0,9,F,Poss Contr Subst W/o Prescript,0
Male,30,Hispanic,0,0,0,F,arrest case no charge,1
Male,61,African-American,0,0,8,M,arrest case no charge,1
Male,43,African-American,0,0,2,F,arrest case no charge,1
Male,26,African-American,0,0,1,F,Deliver Cocaine,1
Male,32,African-American,0,3,7,F,arrest case no charge,1
Female,57,Caucasian,0,0,2,F,Possession of Cocaine,1
Female,40,Caucasian,0,0,0,M,DUI Level 0.15 Or Minor In Veh,1
Male,33,Caucasian,0,0,6,F,Grand Theft in the 3rd Degree,0
Male,30,African-American,0,0,2,F,Possession of Cocaine,0
Male,29,Caucasian,0,0,1,M,Leave Acc/Attend Veh/More $50,1
Female,21,Caucasian,0,0,1,F,arrest case no charge,1
Male,36,African-American,0,0,2,M,DUI Level 0.15 Or Minor In Veh,1
Male,35,African-American,0,0,6,F,arrest case no charge,0
Male,49,Hispanic,0,0,0,M,Viol Injunction Protect Dom Vi,1
Male,26,Hispanic,0,0,5,F,arrest case no charge,0
Male,21,African-American,0,1,2,F,Aggravated Assault w/Firearm,0
Male,49,African-American,0,0,29,F,Felony Driving While Lic Suspd,0
Male,23,Hispanic,0,0,1,F,arrest case no charge,1
Female,37,African-American,0,0,23,M,Battery,0
Male,33,Hispanic,0,0,0,M,Battery,1
Male,20,African-American,1,0,1,F,arrest case no charge,0
Male,28,Caucasian,0,0,1,F,arrest case no charge,1
Male,29,African-American,0,0,3,F,Pos Cannabis W/Intent Sel/Del,0
Male,25,African-American,0,0,1,F,"Poss 3,4 MDMA (Ecstasy)",0
Male,20,African-American,0,0,2,F,arrest case no charge,0
Male,30,Caucasian,0,0,3,M,Battery,0
Male,55,African-American,0,0,5,F,Possession of Cocaine,1
Male,26,Caucasian,0,0,0,M,DUI Property Damage/Injury,1
Female,52,Caucasian,0,0,6,F,arrest case no charge,1
Male,52,African-American,0,0,16,F,arrest case no charge,0
Male,27,Hispanic,0,0,1,F,Grand Theft in the 3rd Degree,0
Male,60,Caucasian,0,0,2,M,DUI Property Damage/Injury,1
Male,44,Caucasian,0,0,0,M,Viol Injunct Domestic Violence,1
Male,30,Hispanic,0,0,1,F,Aggravated Assault W/Dead Weap,1
Female,25,African-American,0,0,2,M,Battery,1
Female,20,Caucasian,0,0,4,F,arrest case no charge,0
Male,28,Caucasian,0,0,3,F,Possession of Oxycodone,0
Male,39,African-American,0,0,3,M,Battery,1
Male,24,Caucasian,0,0,1,F,Possession of Cannabis,0
Male,35,African-American,0,0,10,F,arrest case no charge,0
Male,30,Caucasian,0,0,0,M,Battery,1
Male,22,African-American,0,0,0,F,Burglary Conveyance Unoccup,0
Male,39,African-American,0,0,9,F,"Poss3,4 Methylenedioxymethcath",1
Female,46,Other,0,0,1,F,arrest case no charge,1
Male,47,Other,0,0,3,M,Criminal Mischief>$200<$1000,1
